,dataset,embedding_model,agg_method,similarity,edge constructor,clusterer,depth,connected_nodes,percentage_connected,degree_of_separation
265,medium1k,mpnet,mean,soft_cosine,threshold0.9,kmeans70,3.0,18.0,0.009,2.82839400138782
266,medium1k,mpnet,mean,soft_cosine,threshold0.9,gmm50,1.0,79.0,0.039,2.7357511136695924
267,medium1k,mpnet,mean,soft_cosine,threshold0.9,gmm50,2.0,83.0,0.04,2.7357511136695924
268,medium1k,mpnet,mean,soft_cosine,threshold0.9,gmm50,3.0,87.0,0.042,2.7357511136695924
269,medium1k,mpnet,mean,soft_cosine,threshold0.9,gmm70,1.0,77.0,0.037,2.6805857216995026
270,medium1k,mpnet,mean,soft_cosine,threshold0.9,gmm70,2.0,45.0,0.022,2.6805857216995026
271,medium1k,mpnet,mean,soft_cosine,threshold0.9,gmm70,3.0,21.0,0.01,2.6805857216995026
272,medium1k,mpnet,mean,soft_cosine,mutual_knn50,kmeans50,1.0,19.0,0.009,1.9171000279589183
273,medium1k,mpnet,mean,soft_cosine,mutual_knn50,kmeans50,2.0,49.0,0.024,1.9171000279589183
274,medium1k,mpnet,mean,soft_cosine,mutual_knn50,kmeans50,3.0,1977.0,0.964,1.9171000279589183
275,medium1k,mpnet,mean,soft_cosine,mutual_knn50,kmeans70,1.0,591.0,0.285,2.0473961474059466
276,medium1k,mpnet,mean,soft_cosine,mutual_knn50,kmeans70,2.0,97.0,0.047,2.0473961474059466
277,medium1k,mpnet,mean,soft_cosine,mutual_knn50,kmeans70,3.0,1160.0,0.56,2.0473961474059466
278,medium1k,mpnet,mean,soft_cosine,mutual_knn50,gmm50,1.0,47.0,0.023,1.8943688608376326
279,medium1k,mpnet,mean,soft_cosine,mutual_knn50,gmm50,2.0,49.0,0.024,1.8943688608376326
280,medium1k,mpnet,mean,soft_cosine,mutual_knn50,gmm50,3.0,1950.0,0.951,1.8943688608376326
281,medium1k,mpnet,mean,soft_cosine,mutual_knn50,gmm70,1.0,733.0,0.354,2.0311328546825425
282,medium1k,mpnet,mean,soft_cosine,mutual_knn50,gmm70,2.0,42.0,0.02,2.0311328546825425
283,medium1k,mpnet,mean,soft_cosine,mutual_knn50,gmm70,3.0,1126.0,0.544,2.0311328546825425
284,medium1k,mpnet,mean,soft_cosine,mutual_knn70,kmeans50,1.0,19.0,0.009,1.8117112875496368
285,medium1k,mpnet,mean,soft_cosine,mutual_knn70,kmeans50,2.0,49.0,0.024,1.8117112875496368
286,medium1k,mpnet,mean,soft_cosine,mutual_knn70,kmeans50,3.0,1977.0,0.964,1.8117112875496368
287,medium1k,mpnet,mean,soft_cosine,mutual_knn70,kmeans70,1.0,3.0,0.001,1.7752399407181085
288,medium1k,mpnet,mean,soft_cosine,mutual_knn70,kmeans70,2.0,69.0,0.033,1.7752399407181085
289,medium1k,mpnet,mean,soft_cosine,mutual_knn70,kmeans70,3.0,1995.0,0.963,1.7752399407181085
290,medium1k,mpnet,mean,soft_cosine,mutual_knn70,gmm50,1.0,47.0,0.023,1.8661439360165206
291,medium1k,mpnet,mean,soft_cosine,mutual_knn70,gmm50,2.0,49.0,0.024,1.8661439360165206
292,medium1k,mpnet,mean,soft_cosine,mutual_knn70,gmm50,3.0,1950.0,0.951,1.8661439360165206
293,medium1k,mpnet,mean,soft_cosine,mutual_knn70,gmm70,1.0,3.0,0.001,1.9567919343978435
294,medium1k,mpnet,mean,soft_cosine,mutual_knn70,gmm70,2.0,69.0,0.033,1.9567919343978435
295,medium1k,mpnet,mean,soft_cosine,mutual_knn70,gmm70,3.0,1995.0,0.963,1.9567919343978435
296,medium1k,mpnet,mean,soft_cosine,spectral50,kmeans50,,,,
297,medium1k,mpnet,mean,soft_cosine,spectral50,kmeans70,,,,
298,medium1k,mpnet,mean,soft_cosine,spectral50,gmm50,,,,
299,medium1k,mpnet,mean,soft_cosine,spectral50,gmm70,,,,
300,medium1k,mpnet,mean,soft_cosine,spectral70,kmeans50,,,,
301,medium1k,mpnet,mean,soft_cosine,spectral70,kmeans70,,,,
302,medium1k,mpnet,mean,soft_cosine,spectral70,gmm50,,,,
303,medium1k,mpnet,mean,soft_cosine,spectral70,gmm70,,,,
304,medium1k,mpnet,mean,euclidean,random5,kmeans50,1.0,309.0,0.151,2.318858117007074
305,medium1k,mpnet,mean,euclidean,random5,kmeans50,2.0,874.0,0.426,2.318858117007074
306,medium1k,mpnet,mean,euclidean,random5,kmeans50,3.0,551.0,0.269,2.318858117007074
307,medium1k,mpnet,mean,euclidean,random5,kmeans70,1.0,427.0,0.206,2.3654744480107284
308,medium1k,mpnet,mean,euclidean,random5,kmeans70,2.0,824.0,0.398,2.3654744480107284
309,medium1k,mpnet,mean,euclidean,random5,kmeans70,3.0,505.0,0.244,2.3654744480107284
310,medium1k,mpnet,mean,euclidean,random5,gmm50,1.0,315.0,0.154,2.341259095216951
311,medium1k,mpnet,mean,euclidean,random5,gmm50,2.0,813.0,0.396,2.341259095216951
312,medium1k,mpnet,mean,euclidean,random5,gmm50,3.0,616.0,0.3,2.341259095216951
313,medium1k,mpnet,mean,euclidean,random5,gmm70,1.0,448.0,0.216,2.3882648602837606
314,medium1k,mpnet,mean,euclidean,random5,gmm70,2.0,842.0,0.407,2.3882648602837606
315,medium1k,mpnet,mean,euclidean,random5,gmm70,3.0,477.0,0.23,2.3882648602837606
316,medium1k,mpnet,mean,euclidean,random10,kmeans50,1.0,378.0,0.184,2.1734517603539505
317,medium1k,mpnet,mean,euclidean,random10,kmeans50,2.0,490.0,0.239,2.1734517603539505
318,medium1k,mpnet,mean,euclidean,random10,kmeans50,3.0,951.0,0.464,2.1734517603539505
319,medium1k,mpnet,mean,euclidean,random10,kmeans70,1.0,621.0,0.3,2.2902545930328455
320,medium1k,mpnet,mean,euclidean,random10,kmeans70,2.0,532.0,0.257,2.2902545930328455
321,medium1k,mpnet,mean,euclidean,random10,kmeans70,3.0,697.0,0.337,2.2902545930328455
322,medium1k,mpnet,mean,euclidean,random10,gmm50,1.0,447.0,0.218,2.258131149848667
323,medium1k,mpnet,mean,euclidean,random10,gmm50,2.0,598.0,0.292,2.258131149848667
324,medium1k,mpnet,mean,euclidean,random10,gmm50,3.0,750.0,0.366,2.258131149848667
325,medium1k,mpnet,mean,euclidean,random10,gmm70,1.0,663.0,0.32,2.3595535568531276
326,medium1k,mpnet,mean,euclidean,random10,gmm70,2.0,537.0,0.259,2.3595535568531276
327,medium1k,mpnet,mean,euclidean,random10,gmm70,3.0,610.0,0.295,2.3595535568531276
328,medium1k,mpnet,mean,euclidean,random25,kmeans50,1.0,405.0,0.197,1.870719705626022
329,medium1k,mpnet,mean,euclidean,random25,kmeans50,2.0,137.0,0.067,1.870719705626022
330,medium1k,mpnet,mean,euclidean,random25,kmeans50,3.0,1400.0,0.683,1.870719705626022
331,medium1k,mpnet,mean,euclidean,random25,kmeans70,1.0,492.0,0.238,1.944408091096919
332,medium1k,mpnet,mean,euclidean,random25,kmeans70,2.0,85.0,0.041,1.944408091096919
333,medium1k,mpnet,mean,euclidean,random25,kmeans70,3.0,1321.0,0.638,1.944408091096919
334,medium1k,mpnet,mean,euclidean,random25,gmm50,1.0,264.0,0.129,1.8820986102445652
335,medium1k,mpnet,mean,euclidean,random25,gmm50,2.0,98.0,0.048,1.8820986102445652
336,medium1k,mpnet,mean,euclidean,random25,gmm50,3.0,1616.0,0.788,1.8820986102445652
337,medium1k,mpnet,mean,euclidean,random25,gmm70,1.0,593.0,0.286,1.934838262450604
338,medium1k,mpnet,mean,euclidean,random25,gmm70,2.0,77.0,0.037,1.934838262450604
339,medium1k,mpnet,mean,euclidean,random25,gmm70,3.0,1175.0,0.567,1.934838262450604
340,medium1k,mpnet,mean,euclidean,knn50,kmeans50,1.0,19.0,0.009,1.8744925370978824
341,medium1k,mpnet,mean,euclidean,knn50,kmeans50,2.0,49.0,0.024,1.8744925370978824
342,medium1k,mpnet,mean,euclidean,knn50,kmeans50,3.0,1977.0,0.964,1.8744925370978824
343,medium1k,mpnet,mean,euclidean,knn50,kmeans70,1.0,338.0,0.163,1.7937891437457159
344,medium1k,mpnet,mean,euclidean,knn50,kmeans70,2.0,62.0,0.03,1.7937891437457159
345,medium1k,mpnet,mean,euclidean,knn50,kmeans70,3.0,1629.0,0.787,1.7937891437457159
346,medium1k,mpnet,mean,euclidean,knn50,gmm50,1.0,47.0,0.023,1.689778672937503
347,medium1k,mpnet,mean,euclidean,knn50,gmm50,2.0,49.0,0.024,1.689778672937503
348,medium1k,mpnet,mean,euclidean,knn50,gmm50,3.0,1950.0,0.951,1.689778672937503
349,medium1k,mpnet,mean,euclidean,knn50,gmm70,1.0,420.0,0.203,1.830010303258896
350,medium1k,mpnet,mean,euclidean,knn50,gmm70,2.0,50.0,0.024,1.830010303258896
351,medium1k,mpnet,mean,euclidean,knn50,gmm70,3.0,1555.0,0.751,1.830010303258896
352,medium1k,mpnet,mean,euclidean,knn70,kmeans50,1.0,19.0,0.009,1.8335075233845
353,medium1k,mpnet,mean,euclidean,knn70,kmeans50,2.0,49.0,0.024,1.8335075233845
354,medium1k,mpnet,mean,euclidean,knn70,kmeans50,3.0,1977.0,0.964,1.8335075233845
355,medium1k,mpnet,mean,euclidean,knn70,kmeans70,1.0,3.0,0.001,1.7620622238569092
356,medium1k,mpnet,mean,euclidean,knn70,kmeans70,2.0,69.0,0.033,1.7620622238569092
357,medium1k,mpnet,mean,euclidean,knn70,kmeans70,3.0,1995.0,0.963,1.7620622238569092
358,medium1k,mpnet,mean,euclidean,knn70,gmm50,1.0,47.0,0.023,1.783947563850818
359,medium1k,mpnet,mean,euclidean,knn70,gmm50,2.0,49.0,0.024,1.783947563850818
360,medium1k,mpnet,mean,euclidean,knn70,gmm50,3.0,1950.0,0.951,1.783947563850818
361,medium1k,mpnet,mean,euclidean,knn70,gmm70,1.0,3.0,0.001,1.842812362839194
362,medium1k,mpnet,mean,euclidean,knn70,gmm70,2.0,69.0,0.033,1.842812362839194
363,medium1k,mpnet,mean,euclidean,knn70,gmm70,3.0,1995.0,0.963,1.842812362839194
364,medium1k,mpnet,mean,euclidean,knn_mst50,kmeans50,1.0,19.0,0.009,1.766445694682754
365,medium1k,mpnet,mean,euclidean,knn_mst50,kmeans50,2.0,49.0,0.024,1.766445694682754
366,medium1k,mpnet,mean,euclidean,knn_mst50,kmeans50,3.0,1977.0,0.964,1.766445694682754
367,medium1k,mpnet,mean,euclidean,knn_mst50,kmeans70,1.0,338.0,0.163,1.810423103493193
368,medium1k,mpnet,mean,euclidean,knn_mst50,kmeans70,2.0,62.0,0.03,1.810423103493193
369,medium1k,mpnet,mean,euclidean,knn_mst50,kmeans70,3.0,1629.0,0.787,1.810423103493193
370,medium1k,mpnet,mean,euclidean,knn_mst50,gmm50,1.0,47.0,0.023,1.7458550914704243
371,medium1k,mpnet,mean,euclidean,knn_mst50,gmm50,2.0,49.0,0.024,1.7458550914704243
372,medium1k,mpnet,mean,euclidean,knn_mst50,gmm50,3.0,1950.0,0.951,1.7458550914704243
373,medium1k,mpnet,mean,euclidean,knn_mst50,gmm70,1.0,420.0,0.203,1.8832759848185654
374,medium1k,mpnet,mean,euclidean,knn_mst50,gmm70,2.0,50.0,0.024,1.8832759848185654
375,medium1k,mpnet,mean,euclidean,knn_mst50,gmm70,3.0,1555.0,0.751,1.8832759848185654
376,medium1k,mpnet,mean,euclidean,knn_mst70,kmeans50,1.0,19.0,0.009,1.7167552171046274
377,medium1k,mpnet,mean,euclidean,knn_mst70,kmeans50,2.0,49.0,0.024,1.7167552171046274
378,medium1k,mpnet,mean,euclidean,knn_mst70,kmeans50,3.0,1977.0,0.964,1.7167552171046274
379,medium1k,mpnet,mean,euclidean,knn_mst70,kmeans70,1.0,3.0,0.001,1.7499074938764982
380,medium1k,mpnet,mean,euclidean,knn_mst70,kmeans70,2.0,69.0,0.033,1.7499074938764982
381,medium1k,mpnet,mean,euclidean,knn_mst70,kmeans70,3.0,1995.0,0.963,1.7499074938764982
382,medium1k,mpnet,mean,euclidean,knn_mst70,gmm50,1.0,47.0,0.023,1.8111569654517972
383,medium1k,mpnet,mean,euclidean,knn_mst70,gmm50,2.0,49.0,0.024,1.8111569654517972
384,medium1k,mpnet,mean,euclidean,knn_mst70,gmm50,3.0,1950.0,0.951,1.8111569654517972
385,medium1k,mpnet,mean,euclidean,knn_mst70,gmm70,1.0,3.0,0.001,1.7656577952792136
386,medium1k,mpnet,mean,euclidean,knn_mst70,gmm70,2.0,69.0,0.033,1.7656577952792136
387,medium1k,mpnet,mean,euclidean,knn_mst70,gmm70,3.0,1995.0,0.963,1.7656577952792136
388,medium1k,mpnet,mean,euclidean,threshold0.5,kmeans50,1.0,6.0,0.003,1.7544987677037716
389,medium1k,mpnet,mean,euclidean,threshold0.5,kmeans50,2.0,64.0,0.031,1.7544987677037716
390,medium1k,mpnet,mean,euclidean,threshold0.5,kmeans50,3.0,1977.0,0.964,1.7544987677037716
391,medium1k,mpnet,mean,euclidean,threshold0.5,kmeans70,1.0,2.0,0.001,1.7965397312452918
392,medium1k,mpnet,mean,euclidean,threshold0.5,kmeans70,2.0,71.0,0.034,1.7965397312452918
393,medium1k,mpnet,mean,euclidean,threshold0.5,kmeans70,3.0,1995.0,0.963,1.7965397312452918
394,medium1k,mpnet,mean,euclidean,threshold0.5,gmm50,1.0,19.0,0.009,1.7690251813096516
395,medium1k,mpnet,mean,euclidean,threshold0.5,gmm50,2.0,77.0,0.038,1.7690251813096516
396,medium1k,mpnet,mean,euclidean,threshold0.5,gmm50,3.0,1950.0,0.951,1.7690251813096516
397,medium1k,mpnet,mean,euclidean,threshold0.5,gmm70,1.0,2.0,0.001,1.7127428707953924
398,medium1k,mpnet,mean,euclidean,threshold0.5,gmm70,2.0,70.0,0.034,1.7127428707953924
399,medium1k,mpnet,mean,euclidean,threshold0.5,gmm70,3.0,1995.0,0.963,1.7127428707953924
400,medium1k,mpnet,mean,euclidean,threshold0.7,kmeans50,1.0,15.0,0.007,1.8262594996905717
401,medium1k,mpnet,mean,euclidean,threshold0.7,kmeans50,2.0,99.0,0.048,1.8262594996905717
402,medium1k,mpnet,mean,euclidean,threshold0.7,kmeans50,3.0,1926.0,0.939,1.8262594996905717
403,medium1k,mpnet,mean,euclidean,threshold0.7,kmeans70,1.0,117.0,0.056,1.9137266662987795
404,medium1k,mpnet,mean,euclidean,threshold0.7,kmeans70,2.0,243.0,0.117,1.9137266662987795
405,medium1k,mpnet,mean,euclidean,threshold0.7,kmeans70,3.0,1431.0,0.691,1.9137266662987795
406,medium1k,mpnet,mean,euclidean,threshold0.7,gmm50,1.0,1.0,0.0,1.8634665794039176
407,medium1k,mpnet,mean,euclidean,threshold0.7,gmm50,2.0,97.0,0.047,1.8634665794039176
408,medium1k,mpnet,mean,euclidean,threshold0.7,gmm50,3.0,1947.0,0.949,1.8634665794039176
409,medium1k,mpnet,mean,euclidean,threshold0.7,gmm70,1.0,162.0,0.078,1.7376730386241974
410,medium1k,mpnet,mean,euclidean,threshold0.7,gmm70,2.0,142.0,0.069,1.7376730386241974
411,medium1k,mpnet,mean,euclidean,threshold0.7,gmm70,3.0,1405.0,0.678,1.7376730386241974
412,medium1k,mpnet,mean,euclidean,threshold0.9,kmeans50,1.0,13.0,0.006,2.847622859022005
413,medium1k,mpnet,mean,euclidean,threshold0.9,kmeans50,2.0,22.0,0.011,2.847622859022005
414,medium1k,mpnet,mean,euclidean,threshold0.9,kmeans70,1.0,13.0,0.006,2.644788476372404
415,medium1k,mpnet,mean,euclidean,threshold0.9,kmeans70,2.0,4.0,0.002,2.644788476372404
416,medium1k,mpnet,mean,euclidean,threshold0.9,gmm50,1.0,12.0,0.006,2.714225838410443
417,medium1k,mpnet,mean,euclidean,threshold0.9,gmm50,2.0,50.0,0.024,2.714225838410443
418,medium1k,mpnet,mean,euclidean,threshold0.9,gmm50,3.0,62.0,0.03,2.714225838410443
419,medium1k,mpnet,mean,euclidean,threshold0.9,gmm70,1.0,13.0,0.006,2.7218624220406715
420,medium1k,mpnet,mean,euclidean,threshold0.9,gmm70,2.0,4.0,0.002,2.7218624220406715
421,medium1k,mpnet,mean,euclidean,mutual_knn50,kmeans50,1.0,19.0,0.009,1.838827210231724
422,medium1k,mpnet,mean,euclidean,mutual_knn50,kmeans50,2.0,49.0,0.024,1.838827210231724
423,medium1k,mpnet,mean,euclidean,mutual_knn50,kmeans50,3.0,1977.0,0.964,1.838827210231724
424,medium1k,mpnet,mean,euclidean,mutual_knn50,kmeans70,1.0,793.0,0.383,1.8828424768120635
425,medium1k,mpnet,mean,euclidean,mutual_knn50,kmeans70,2.0,128.0,0.062,1.8828424768120635
426,medium1k,mpnet,mean,euclidean,mutual_knn50,kmeans70,3.0,927.0,0.448,1.8828424768120635
427,medium1k,mpnet,mean,euclidean,mutual_knn50,gmm50,1.0,47.0,0.023,1.7585833448770265
428,medium1k,mpnet,mean,euclidean,mutual_knn50,gmm50,2.0,49.0,0.024,1.7585833448770265
429,medium1k,mpnet,mean,euclidean,mutual_knn50,gmm50,3.0,1950.0,0.951,1.7585833448770265
430,medium1k,mpnet,mean,euclidean,mutual_knn50,gmm70,1.0,754.0,0.364,1.9560216632671654
431,medium1k,mpnet,mean,euclidean,mutual_knn50,gmm70,2.0,38.0,0.018,1.9560216632671654
432,medium1k,mpnet,mean,euclidean,mutual_knn50,gmm70,3.0,1105.0,0.534,1.9560216632671654
433,medium1k,mpnet,mean,euclidean,mutual_knn70,kmeans50,1.0,19.0,0.009,1.802122458954838
434,medium1k,mpnet,mean,euclidean,mutual_knn70,kmeans50,2.0,49.0,0.024,1.802122458954838
435,medium1k,mpnet,mean,euclidean,mutual_knn70,kmeans50,3.0,1977.0,0.964,1.802122458954838
436,medium1k,mpnet,mean,euclidean,mutual_knn70,kmeans70,1.0,3.0,0.001,1.7683006891837487
437,medium1k,mpnet,mean,euclidean,mutual_knn70,kmeans70,2.0,69.0,0.033,1.7683006891837487
438,medium1k,mpnet,mean,euclidean,mutual_knn70,kmeans70,3.0,1995.0,0.963,1.7683006891837487
439,medium1k,mpnet,mean,euclidean,mutual_knn70,gmm50,1.0,47.0,0.023,1.7547797791317579
440,medium1k,mpnet,mean,euclidean,mutual_knn70,gmm50,2.0,49.0,0.024,1.7547797791317579
441,medium1k,mpnet,mean,euclidean,mutual_knn70,gmm50,3.0,1950.0,0.951,1.7547797791317579
442,medium1k,mpnet,mean,euclidean,mutual_knn70,gmm70,1.0,3.0,0.001,1.7667173338212563
443,medium1k,mpnet,mean,euclidean,mutual_knn70,gmm70,2.0,69.0,0.033,1.7667173338212563
444,medium1k,mpnet,mean,euclidean,mutual_knn70,gmm70,3.0,1995.0,0.963,1.7667173338212563
445,medium1k,mpnet,mean,euclidean,spectral50,kmeans50,,,,
446,medium1k,mpnet,mean,euclidean,spectral50,kmeans70,,,,
447,medium1k,mpnet,mean,euclidean,spectral50,gmm50,,,,
448,medium1k,mpnet,mean,euclidean,spectral50,gmm70,,,,
449,medium1k,mpnet,mean,euclidean,spectral70,kmeans50,,,,
450,medium1k,mpnet,mean,euclidean,spectral70,kmeans70,,,,
451,medium1k,mpnet,mean,euclidean,spectral70,gmm50,,,,
452,medium1k,mpnet,mean,euclidean,spectral70,gmm70,,,,
