,dataset,embedding_model,agg_method,clusterer,homogeneity,completeness,tag_concentration_purity,cluster_tag_purity
27,arXiv0_200,specter,mean,dbscan_eps1.0_min15,0.0,1.0,"{'Computer Science': 0.77, 'Machine Learning': 0.49, 'Artificial Intelligence': 0.3, 'Physics': 0.18, 'Computer Vision and Pattern Recognition': 0.17, 'Computation and Language': 0.155, 'Mathematics': 0.15, 'Statistics': 0.11, 'Computers and Society': 0.085, 'Electrical Engineering and Systems Science': 0.08, 'Information Retrieval': 0.07, 'Optimization and Control': 0.06, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.035, 'Audio and Speech Processing': 0.035}","{'Computer Science': 0.22, 'Machine Learning': 0.14, 'Artificial Intelligence': 0.086, 'Physics': 0.052, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.044, 'Mathematics': 0.043, 'Statistics': 0.031, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.023, 'Information Retrieval': 0.02, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
28,arXiv0_200,specter,mean,gmm1,0.0,1.0,"{'Computer Science': 0.77, 'Machine Learning': 0.49, 'Artificial Intelligence': 0.3, 'Physics': 0.18, 'Computer Vision and Pattern Recognition': 0.17, 'Computation and Language': 0.155, 'Mathematics': 0.15, 'Statistics': 0.11, 'Computers and Society': 0.085, 'Electrical Engineering and Systems Science': 0.08, 'Information Retrieval': 0.07, 'Optimization and Control': 0.06, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.035, 'Audio and Speech Processing': 0.035}","{'Computer Science': 0.22, 'Machine Learning': 0.14, 'Artificial Intelligence': 0.086, 'Physics': 0.052, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.044, 'Mathematics': 0.043, 'Statistics': 0.031, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.023, 'Information Retrieval': 0.02, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
29,arXiv0_200,specter,mean,gmm2,0.114,0.647,"{'Computer Science': 0.986, 'Machine Learning': 0.644, 'Artificial Intelligence': 0.411, 'Physics': 0.593, 'Computer Vision and Pattern Recognition': 0.233, 'Computation and Language': 0.205, 'Mathematics': 0.389, 'Statistics': 0.123, 'Computers and Society': 0.116, 'Electrical Engineering and Systems Science': 0.082, 'Information Retrieval': 0.096, 'Optimization and Control': 0.055, 'Human-Computer Interaction': 0.055, 'Quantum Physics': 0.111, 'Audio and Speech Processing': 0.041}","{'Computer Science': 0.206, 'Machine Learning': 0.134, 'Artificial Intelligence': 0.086, 'Physics': 0.046, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.043, 'Mathematics': 0.03, 'Statistics': 0.026, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.017, 'Information Retrieval': 0.02, 'Optimization and Control': 0.011, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.009, 'Audio and Speech Processing': 0.009}"
30,arXiv0_200,specter,mean,gmm5,0.19,0.403,"{'Computer Science': 1.0, 'Machine Learning': 0.787, 'Artificial Intelligence': 0.55, 'Physics': 0.833, 'Computer Vision and Pattern Recognition': 0.383, 'Computation and Language': 0.35, 'Mathematics': 0.274, 'Statistics': 0.246, 'Computers and Society': 0.115, 'Electrical Engineering and Systems Science': 0.18, 'Information Retrieval': 0.148, 'Optimization and Control': 0.164, 'Human-Computer Interaction': 0.082, 'Quantum Physics': 0.2, 'Audio and Speech Processing': 0.1}","{'Computer Science': 0.086, 'Machine Learning': 0.069, 'Artificial Intelligence': 0.047, 'Physics': 0.036, 'Computer Vision and Pattern Recognition': 0.033, 'Computation and Language': 0.03, 'Mathematics': 0.014, 'Statistics': 0.021, 'Computers and Society': 0.01, 'Electrical Engineering and Systems Science': 0.009, 'Information Retrieval': 0.013, 'Optimization and Control': 0.014, 'Human-Computer Interaction': 0.007, 'Quantum Physics': 0.009, 'Audio and Speech Processing': 0.009}"
31,arXiv0_200,specter,mean,gmm10,0.245,0.365,"{'Computer Science': 0.974, 'Machine Learning': 0.769, 'Artificial Intelligence': 0.6, 'Physics': 0.889, 'Computer Vision and Pattern Recognition': 0.773, 'Computation and Language': 0.4, 'Mathematics': 0.5, 'Statistics': 0.36, 'Computers and Society': 0.812, 'Electrical Engineering and Systems Science': 0.536, 'Information Retrieval': 0.16, 'Optimization and Control': 0.24, 'Human-Computer Interaction': 0.2, 'Quantum Physics': 0.222, 'Audio and Speech Processing': 0.571}","{'Computer Science': 0.054, 'Machine Learning': 0.043, 'Artificial Intelligence': 0.021, 'Physics': 0.034, 'Computer Vision and Pattern Recognition': 0.024, 'Computation and Language': 0.014, 'Mathematics': 0.02, 'Statistics': 0.013, 'Computers and Society': 0.019, 'Electrical Engineering and Systems Science': 0.006, 'Information Retrieval': 0.006, 'Optimization and Control': 0.009, 'Human-Computer Interaction': 0.007, 'Quantum Physics': 0.009, 'Audio and Speech Processing': 0.006}"
32,arXiv0_200,specter,mean,gmm15,0.284,0.353,"{'Computer Science': 1.0, 'Machine Learning': 0.786, 'Artificial Intelligence': 0.429, 'Physics': 1.0, 'Computer Vision and Pattern Recognition': 0.609, 'Computation and Language': 0.733, 'Mathematics': 0.684, 'Statistics': 0.4, 'Computers and Society': 0.75, 'Electrical Engineering and Systems Science': 0.536, 'Information Retrieval': 0.333, 'Optimization and Control': 0.4, 'Human-Computer Interaction': 0.286, 'Quantum Physics': 0.286, 'Audio and Speech Processing': 0.571}","{'Computer Science': 0.04, 'Machine Learning': 0.031, 'Artificial Intelligence': 0.017, 'Physics': 0.02, 'Computer Vision and Pattern Recognition': 0.02, 'Computation and Language': 0.016, 'Mathematics': 0.019, 'Statistics': 0.009, 'Computers and Society': 0.009, 'Electrical Engineering and Systems Science': 0.006, 'Information Retrieval': 0.007, 'Optimization and Control': 0.009, 'Human-Computer Interaction': 0.006, 'Quantum Physics': 0.006, 'Audio and Speech Processing': 0.006}"
33,arXiv0_200,specter,mean,gmm50,0.411,0.361,"{'Computer Science': 1.0, 'Machine Learning': 1.0, 'Artificial Intelligence': 0.667, 'Physics': 1.0, 'Computer Vision and Pattern Recognition': 0.917, 'Computation and Language': 0.75, 'Mathematics': 1.0, 'Statistics': 0.333, 'Computers and Society': 1.0, 'Electrical Engineering and Systems Science': 1.0, 'Information Retrieval': 1.0, 'Optimization and Control': 0.333, 'Human-Computer Interaction': 1.0, 'Quantum Physics': 0.571, 'Audio and Speech Processing': 1.0}","{'Computer Science': 0.019, 'Machine Learning': 0.017, 'Artificial Intelligence': 0.011, 'Physics': 0.01, 'Computer Vision and Pattern Recognition': 0.016, 'Computation and Language': 0.009, 'Mathematics': 0.009, 'Statistics': 0.006, 'Computers and Society': 0.006, 'Electrical Engineering and Systems Science': 0.006, 'Information Retrieval': 0.004, 'Optimization and Control': 0.006, 'Human-Computer Interaction': 0.006, 'Quantum Physics': 0.006, 'Audio and Speech Processing': 0.006}"
34,arXiv0_200,specter,mean,gmm70,0.448,0.368,"{'Computer Science': 1.0, 'Machine Learning': 1.0, 'Artificial Intelligence': 0.5, 'Physics': 1.0, 'Computer Vision and Pattern Recognition': 0.857, 'Computation and Language': 0.833, 'Mathematics': 0.778, 'Statistics': 0.667, 'Computers and Society': 0.5, 'Electrical Engineering and Systems Science': 1.0, 'Information Retrieval': 1.0, 'Optimization and Control': 0.381, 'Human-Computer Interaction': 0.667, 'Quantum Physics': 0.667, 'Audio and Speech Processing': 1.0}","{'Computer Science': 0.02, 'Machine Learning': 0.017, 'Artificial Intelligence': 0.009, 'Physics': 0.009, 'Computer Vision and Pattern Recognition': 0.017, 'Computation and Language': 0.007, 'Mathematics': 0.01, 'Statistics': 0.009, 'Computers and Society': 0.004, 'Electrical Engineering and Systems Science': 0.004, 'Information Retrieval': 0.004, 'Optimization and Control': 0.004, 'Human-Computer Interaction': 0.006, 'Quantum Physics': 0.003, 'Audio and Speech Processing': 0.004}"
35,arXiv0_200,specter,mean,gmm100,0.496,0.375,"{'Computer Science': 1.0, 'Machine Learning': 1.0, 'Artificial Intelligence': 0.6, 'Physics': 1.0, 'Computer Vision and Pattern Recognition': 0.857, 'Computation and Language': 1.0, 'Mathematics': 0.667, 'Statistics': 0.75, 'Computers and Society': 0.833, 'Electrical Engineering and Systems Science': 1.0, 'Information Retrieval': 1.0, 'Optimization and Control': 0.438, 'Human-Computer Interaction': 0.8, 'Quantum Physics': 0.667, 'Audio and Speech Processing': 1.0}","{'Computer Science': 0.02, 'Machine Learning': 0.014, 'Artificial Intelligence': 0.009, 'Physics': 0.006, 'Computer Vision and Pattern Recognition': 0.017, 'Computation and Language': 0.006, 'Mathematics': 0.006, 'Statistics': 0.009, 'Computers and Society': 0.003, 'Electrical Engineering and Systems Science': 0.004, 'Information Retrieval': 0.004, 'Optimization and Control': 0.004, 'Human-Computer Interaction': 0.006, 'Quantum Physics': 0.003, 'Audio and Speech Processing': 0.004}"
36,arXiv0_200,specter,mean,birch1,0.0,1.0,"{'Computer Science': 0.77, 'Machine Learning': 0.49, 'Artificial Intelligence': 0.3, 'Physics': 0.18, 'Computer Vision and Pattern Recognition': 0.17, 'Computation and Language': 0.155, 'Mathematics': 0.15, 'Statistics': 0.11, 'Computers and Society': 0.085, 'Electrical Engineering and Systems Science': 0.08, 'Information Retrieval': 0.07, 'Optimization and Control': 0.06, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.035, 'Audio and Speech Processing': 0.035}","{'Computer Science': 0.22, 'Machine Learning': 0.14, 'Artificial Intelligence': 0.086, 'Physics': 0.052, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.044, 'Mathematics': 0.043, 'Statistics': 0.031, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.023, 'Information Retrieval': 0.02, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
37,arXiv0_200,specter,mean,birch2,0.024,0.33,"{'Computer Science': 0.754, 'Machine Learning': 0.519, 'Artificial Intelligence': 0.289, 'Physics': 0.187, 'Computer Vision and Pattern Recognition': 0.182, 'Computation and Language': 0.15, 'Mathematics': 0.16, 'Statistics': 0.118, 'Computers and Society': 0.846, 'Electrical Engineering and Systems Science': 0.086, 'Information Retrieval': 0.059, 'Optimization and Control': 0.064, 'Human-Computer Interaction': 0.037, 'Quantum Physics': 0.037, 'Audio and Speech Processing': 0.037}","{'Computer Science': 0.202, 'Machine Learning': 0.139, 'Artificial Intelligence': 0.077, 'Physics': 0.05, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.04, 'Mathematics': 0.043, 'Statistics': 0.031, 'Computers and Society': 0.016, 'Electrical Engineering and Systems Science': 0.023, 'Information Retrieval': 0.016, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.01, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
38,arXiv0_200,specter,mean,birch5,0.066,0.441,"{'Computer Science': 0.791, 'Machine Learning': 0.548, 'Artificial Intelligence': 0.305, 'Physics': 0.158, 'Computer Vision and Pattern Recognition': 0.192, 'Computation and Language': 0.158, 'Mathematics': 0.153, 'Statistics': 0.124, 'Computers and Society': 0.9, 'Electrical Engineering and Systems Science': 0.085, 'Information Retrieval': 0.062, 'Optimization and Control': 0.068, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.04, 'Audio and Speech Processing': 0.04}","{'Computer Science': 0.2, 'Machine Learning': 0.139, 'Artificial Intelligence': 0.077, 'Physics': 0.04, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.04, 'Mathematics': 0.039, 'Statistics': 0.031, 'Computers and Society': 0.013, 'Electrical Engineering and Systems Science': 0.021, 'Information Retrieval': 0.016, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.01, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
39,arXiv0_200,specter,mean,birch10,0.08,0.447,"{'Computer Science': 0.79, 'Machine Learning': 0.545, 'Artificial Intelligence': 0.301, 'Physics': 0.159, 'Computer Vision and Pattern Recognition': 0.193, 'Computation and Language': 0.153, 'Mathematics': 0.153, 'Statistics': 0.125, 'Computers and Society': 1.0, 'Electrical Engineering and Systems Science': 0.085, 'Information Retrieval': 0.062, 'Optimization and Control': 0.068, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.04, 'Audio and Speech Processing': 0.04}","{'Computer Science': 0.199, 'Machine Learning': 0.137, 'Artificial Intelligence': 0.076, 'Physics': 0.04, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.039, 'Mathematics': 0.039, 'Statistics': 0.031, 'Computers and Society': 0.013, 'Electrical Engineering and Systems Science': 0.021, 'Information Retrieval': 0.016, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.01, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
40,arXiv0_200,specter,mean,birch15,0.09,0.432,"{'Computer Science': 0.789, 'Machine Learning': 0.549, 'Artificial Intelligence': 0.297, 'Physics': 0.16, 'Computer Vision and Pattern Recognition': 0.194, 'Computation and Language': 0.149, 'Mathematics': 0.154, 'Statistics': 0.126, 'Computers and Society': 0.514, 'Electrical Engineering and Systems Science': 0.086, 'Information Retrieval': 0.063, 'Optimization and Control': 0.069, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.04, 'Audio and Speech Processing': 0.04}","{'Computer Science': 0.197, 'Machine Learning': 0.137, 'Artificial Intelligence': 0.074, 'Physics': 0.04, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.037, 'Mathematics': 0.039, 'Statistics': 0.031, 'Computers and Society': 0.007, 'Electrical Engineering and Systems Science': 0.021, 'Information Retrieval': 0.016, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.01, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
41,arXiv0_200,specter,mean,birch50,0.11,0.398,"{'Computer Science': 0.778, 'Machine Learning': 0.551, 'Artificial Intelligence': 0.305, 'Physics': 0.162, 'Computer Vision and Pattern Recognition': 0.192, 'Computation and Language': 0.156, 'Mathematics': 0.162, 'Statistics': 0.132, 'Computers and Society': 0.03, 'Electrical Engineering and Systems Science': 0.072, 'Information Retrieval': 0.066, 'Optimization and Control': 0.072, 'Human-Computer Interaction': 0.042, 'Quantum Physics': 0.036, 'Audio and Speech Processing': 0.042}","{'Computer Science': 0.186, 'Machine Learning': 0.132, 'Artificial Intelligence': 0.073, 'Physics': 0.039, 'Computer Vision and Pattern Recognition': 0.046, 'Computation and Language': 0.037, 'Mathematics': 0.039, 'Statistics': 0.031, 'Computers and Society': 0.007, 'Electrical Engineering and Systems Science': 0.017, 'Information Retrieval': 0.016, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.01, 'Quantum Physics': 0.009, 'Audio and Speech Processing': 0.01}"
42,arXiv0_200,specter,mean,birch70,0.11,0.398,"{'Computer Science': 0.778, 'Machine Learning': 0.551, 'Artificial Intelligence': 0.305, 'Physics': 0.162, 'Computer Vision and Pattern Recognition': 0.192, 'Computation and Language': 0.156, 'Mathematics': 0.162, 'Statistics': 0.132, 'Computers and Society': 0.03, 'Electrical Engineering and Systems Science': 0.072, 'Information Retrieval': 0.066, 'Optimization and Control': 0.072, 'Human-Computer Interaction': 0.042, 'Quantum Physics': 0.036, 'Audio and Speech Processing': 0.042}","{'Computer Science': 0.186, 'Machine Learning': 0.132, 'Artificial Intelligence': 0.073, 'Physics': 0.039, 'Computer Vision and Pattern Recognition': 0.046, 'Computation and Language': 0.037, 'Mathematics': 0.039, 'Statistics': 0.031, 'Computers and Society': 0.007, 'Electrical Engineering and Systems Science': 0.017, 'Information Retrieval': 0.016, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.01, 'Quantum Physics': 0.009, 'Audio and Speech Processing': 0.01}"
43,arXiv0_200,specter,mean,birch100,0.11,0.398,"{'Computer Science': 0.778, 'Machine Learning': 0.551, 'Artificial Intelligence': 0.305, 'Physics': 0.162, 'Computer Vision and Pattern Recognition': 0.192, 'Computation and Language': 0.156, 'Mathematics': 0.162, 'Statistics': 0.132, 'Computers and Society': 0.03, 'Electrical Engineering and Systems Science': 0.072, 'Information Retrieval': 0.066, 'Optimization and Control': 0.072, 'Human-Computer Interaction': 0.042, 'Quantum Physics': 0.036, 'Audio and Speech Processing': 0.042}","{'Computer Science': 0.186, 'Machine Learning': 0.132, 'Artificial Intelligence': 0.073, 'Physics': 0.039, 'Computer Vision and Pattern Recognition': 0.046, 'Computation and Language': 0.037, 'Mathematics': 0.039, 'Statistics': 0.031, 'Computers and Society': 0.007, 'Electrical Engineering and Systems Science': 0.017, 'Information Retrieval': 0.016, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.01, 'Quantum Physics': 0.009, 'Audio and Speech Processing': 0.01}"
