,dataset,embedding_model,agg_method,similarity,edge constructor,clusterer,depth,connected_nodes,percentage_connected,degree_of_separation
270,medium1k,nomic,mean,soft_cosine,threshold0.9,gmm70,2.0,498.0,0.24,2.639668446635046
271,medium1k,nomic,mean,soft_cosine,threshold0.9,gmm70,3.0,617.0,0.298,2.639668446635046
272,medium1k,nomic,mean,soft_cosine,mutual_knn50,kmeans50,1.0,3.0,0.001,2.4628357516521473
273,medium1k,nomic,mean,soft_cosine,mutual_knn50,kmeans50,2.0,49.0,0.024,2.4628357516521473
274,medium1k,nomic,mean,soft_cosine,mutual_knn50,kmeans50,3.0,1997.0,0.974,2.4628357516521473
275,medium1k,nomic,mean,soft_cosine,mutual_knn50,kmeans70,1.0,783.0,0.378,2.7186184096927484
276,medium1k,nomic,mean,soft_cosine,mutual_knn50,kmeans70,2.0,47.0,0.023,2.7186184096927484
277,medium1k,nomic,mean,soft_cosine,mutual_knn50,kmeans70,3.0,978.0,0.472,2.7186184096927484
278,medium1k,nomic,mean,soft_cosine,mutual_knn50,gmm50,1.0,6.0,0.003,2.3161931520158596
279,medium1k,nomic,mean,soft_cosine,mutual_knn50,gmm50,2.0,49.0,0.024,2.3161931520158596
280,medium1k,nomic,mean,soft_cosine,mutual_knn50,gmm50,3.0,1991.0,0.971,2.3161931520158596
281,medium1k,nomic,mean,soft_cosine,mutual_knn50,gmm70,1.0,947.0,0.457,2.563682802893081
282,medium1k,nomic,mean,soft_cosine,mutual_knn50,gmm70,2.0,55.0,0.027,2.563682802893081
283,medium1k,nomic,mean,soft_cosine,mutual_knn50,gmm70,3.0,781.0,0.377,2.563682802893081
284,medium1k,nomic,mean,soft_cosine,mutual_knn70,kmeans50,1.0,3.0,0.001,2.5405399318664306
285,medium1k,nomic,mean,soft_cosine,mutual_knn70,kmeans50,2.0,49.0,0.024,2.5405399318664306
286,medium1k,nomic,mean,soft_cosine,mutual_knn70,kmeans50,3.0,1997.0,0.974,2.5405399318664306
287,medium1k,nomic,mean,soft_cosine,mutual_knn70,kmeans70,1.0,2.0,0.001,2.433163067828054
288,medium1k,nomic,mean,soft_cosine,mutual_knn70,kmeans70,2.0,69.0,0.033,2.433163067828054
289,medium1k,nomic,mean,soft_cosine,mutual_knn70,kmeans70,3.0,1998.0,0.965,2.433163067828054
290,medium1k,nomic,mean,soft_cosine,mutual_knn70,gmm50,1.0,6.0,0.003,2.4758938346508046
291,medium1k,nomic,mean,soft_cosine,mutual_knn70,gmm50,2.0,49.0,0.024,2.4758938346508046
292,medium1k,nomic,mean,soft_cosine,mutual_knn70,gmm50,3.0,1991.0,0.971,2.4758938346508046
293,medium1k,nomic,mean,soft_cosine,mutual_knn70,gmm70,1.0,1.0,0.0,2.403195326317084
294,medium1k,nomic,mean,soft_cosine,mutual_knn70,gmm70,2.0,69.0,0.033,2.403195326317084
295,medium1k,nomic,mean,soft_cosine,mutual_knn70,gmm70,3.0,1999.0,0.965,2.403195326317084
296,medium1k,nomic,mean,soft_cosine,spectral50,kmeans50,,,,
297,medium1k,nomic,mean,soft_cosine,spectral50,kmeans70,,,,
298,medium1k,nomic,mean,soft_cosine,spectral50,gmm50,,,,
299,medium1k,nomic,mean,soft_cosine,spectral50,gmm70,,,,
300,medium1k,nomic,mean,soft_cosine,spectral70,kmeans50,,,,
301,medium1k,nomic,mean,soft_cosine,spectral70,kmeans70,,,,
302,medium1k,nomic,mean,soft_cosine,spectral70,gmm50,,,,
303,medium1k,nomic,mean,soft_cosine,spectral70,gmm70,,,,
304,medium1k,nomic,mean,euclidean,random5,kmeans50,1.0,301.0,0.147,2.8169473634137736
305,medium1k,nomic,mean,euclidean,random5,kmeans50,2.0,895.0,0.436,2.8169473634137736
306,medium1k,nomic,mean,euclidean,random5,kmeans50,3.0,473.0,0.231,2.8169473634137736
307,medium1k,nomic,mean,euclidean,random5,kmeans70,1.0,414.0,0.2,2.9162180439422003
308,medium1k,nomic,mean,euclidean,random5,kmeans70,2.0,826.0,0.399,2.9162180439422003
309,medium1k,nomic,mean,euclidean,random5,kmeans70,3.0,499.0,0.241,2.9162180439422003
310,medium1k,nomic,mean,euclidean,random5,gmm50,1.0,297.0,0.145,2.8861599866514163
311,medium1k,nomic,mean,euclidean,random5,gmm50,2.0,885.0,0.431,2.8861599866514163
312,medium1k,nomic,mean,euclidean,random5,gmm50,3.0,544.0,0.265,2.8861599866514163
313,medium1k,nomic,mean,euclidean,random5,gmm70,1.0,407.0,0.197,3.000529822167449
314,medium1k,nomic,mean,euclidean,random5,gmm70,2.0,863.0,0.417,3.000529822167449
315,medium1k,nomic,mean,euclidean,random5,gmm70,3.0,457.0,0.221,3.000529822167449
316,medium1k,nomic,mean,euclidean,random10,kmeans50,1.0,361.0,0.176,2.7775290516933593
317,medium1k,nomic,mean,euclidean,random10,kmeans50,2.0,495.0,0.241,2.7775290516933593
318,medium1k,nomic,mean,euclidean,random10,kmeans50,3.0,949.0,0.463,2.7775290516933593
319,medium1k,nomic,mean,euclidean,random10,kmeans70,1.0,669.0,0.323,2.777492029592395
320,medium1k,nomic,mean,euclidean,random10,kmeans70,2.0,570.0,0.275,2.777492029592395
321,medium1k,nomic,mean,euclidean,random10,kmeans70,3.0,524.0,0.253,2.777492029592395
322,medium1k,nomic,mean,euclidean,random10,gmm50,1.0,437.0,0.213,2.738406927564779
323,medium1k,nomic,mean,euclidean,random10,gmm50,2.0,637.0,0.311,2.738406927564779
324,medium1k,nomic,mean,euclidean,random10,gmm50,3.0,707.0,0.345,2.738406927564779
325,medium1k,nomic,mean,euclidean,random10,gmm70,1.0,569.0,0.275,2.6953646730918153
326,medium1k,nomic,mean,euclidean,random10,gmm70,2.0,476.0,0.23,2.6953646730918153
327,medium1k,nomic,mean,euclidean,random10,gmm70,3.0,727.0,0.351,2.6953646730918153
328,medium1k,nomic,mean,euclidean,random25,kmeans50,1.0,345.0,0.168,2.2636294841195976
329,medium1k,nomic,mean,euclidean,random25,kmeans50,2.0,149.0,0.073,2.2636294841195976
330,medium1k,nomic,mean,euclidean,random25,kmeans50,3.0,1472.0,0.718,2.2636294841195976
331,medium1k,nomic,mean,euclidean,random25,kmeans70,1.0,437.0,0.211,2.4752778107044744
332,medium1k,nomic,mean,euclidean,random25,kmeans70,2.0,84.0,0.041,2.4752778107044744
333,medium1k,nomic,mean,euclidean,random25,kmeans70,3.0,1435.0,0.693,2.4752778107044744
334,medium1k,nomic,mean,euclidean,random25,gmm50,1.0,318.0,0.155,2.435406466884792
335,medium1k,nomic,mean,euclidean,random25,gmm50,2.0,94.0,0.046,2.435406466884792
336,medium1k,nomic,mean,euclidean,random25,gmm50,3.0,1473.0,0.718,2.435406466884792
337,medium1k,nomic,mean,euclidean,random25,gmm70,1.0,721.0,0.348,2.456012743360856
338,medium1k,nomic,mean,euclidean,random25,gmm70,2.0,149.0,0.072,2.456012743360856
339,medium1k,nomic,mean,euclidean,random25,gmm70,3.0,1049.0,0.507,2.456012743360856
340,medium1k,nomic,mean,euclidean,knn50,kmeans50,1.0,3.0,0.001,2.2242774150361577
341,medium1k,nomic,mean,euclidean,knn50,kmeans50,2.0,49.0,0.024,2.2242774150361577
342,medium1k,nomic,mean,euclidean,knn50,kmeans50,3.0,1997.0,0.974,2.2242774150361577
343,medium1k,nomic,mean,euclidean,knn50,kmeans70,1.0,372.0,0.18,2.346305643495225
344,medium1k,nomic,mean,euclidean,knn50,kmeans70,2.0,50.0,0.024,2.346305643495225
345,medium1k,nomic,mean,euclidean,knn50,kmeans70,3.0,1570.0,0.758,2.346305643495225
346,medium1k,nomic,mean,euclidean,knn50,gmm50,1.0,6.0,0.003,2.3098660728266074
347,medium1k,nomic,mean,euclidean,knn50,gmm50,2.0,49.0,0.024,2.3098660728266074
348,medium1k,nomic,mean,euclidean,knn50,gmm50,3.0,1991.0,0.971,2.3098660728266074
349,medium1k,nomic,mean,euclidean,knn50,gmm70,1.0,428.0,0.207,2.2263933282207558
350,medium1k,nomic,mean,euclidean,knn50,gmm70,2.0,50.0,0.024,2.2263933282207558
351,medium1k,nomic,mean,euclidean,knn50,gmm70,3.0,1523.0,0.735,2.2263933282207558
352,medium1k,nomic,mean,euclidean,knn70,kmeans50,1.0,3.0,0.001,2.2994345939677694
353,medium1k,nomic,mean,euclidean,knn70,kmeans50,2.0,49.0,0.024,2.2994345939677694
354,medium1k,nomic,mean,euclidean,knn70,kmeans50,3.0,1997.0,0.974,2.2994345939677694
355,medium1k,nomic,mean,euclidean,knn70,kmeans70,1.0,2.0,0.001,2.229631485434266
356,medium1k,nomic,mean,euclidean,knn70,kmeans70,2.0,69.0,0.033,2.229631485434266
357,medium1k,nomic,mean,euclidean,knn70,kmeans70,3.0,1998.0,0.965,2.229631485434266
358,medium1k,nomic,mean,euclidean,knn70,gmm50,1.0,6.0,0.003,2.22420766311962
359,medium1k,nomic,mean,euclidean,knn70,gmm50,2.0,49.0,0.024,2.22420766311962
360,medium1k,nomic,mean,euclidean,knn70,gmm50,3.0,1991.0,0.971,2.22420766311962
361,medium1k,nomic,mean,euclidean,knn70,gmm70,1.0,1.0,0.0,2.2327114390761484
362,medium1k,nomic,mean,euclidean,knn70,gmm70,2.0,69.0,0.033,2.2327114390761484
363,medium1k,nomic,mean,euclidean,knn70,gmm70,3.0,1999.0,0.965,2.2327114390761484
364,medium1k,nomic,mean,euclidean,knn_mst50,kmeans50,1.0,3.0,0.001,2.090132621319398
365,medium1k,nomic,mean,euclidean,knn_mst50,kmeans50,2.0,49.0,0.024,2.090132621319398
366,medium1k,nomic,mean,euclidean,knn_mst50,kmeans50,3.0,1997.0,0.974,2.090132621319398
367,medium1k,nomic,mean,euclidean,knn_mst50,kmeans70,1.0,372.0,0.18,2.3130278416563956
368,medium1k,nomic,mean,euclidean,knn_mst50,kmeans70,2.0,50.0,0.024,2.3130278416563956
369,medium1k,nomic,mean,euclidean,knn_mst50,kmeans70,3.0,1570.0,0.758,2.3130278416563956
370,medium1k,nomic,mean,euclidean,knn_mst50,gmm50,1.0,6.0,0.003,2.0408597126406196
371,medium1k,nomic,mean,euclidean,knn_mst50,gmm50,2.0,49.0,0.024,2.0408597126406196
372,medium1k,nomic,mean,euclidean,knn_mst50,gmm50,3.0,1991.0,0.971,2.0408597126406196
373,medium1k,nomic,mean,euclidean,knn_mst50,gmm70,1.0,428.0,0.207,2.2004079307472355
374,medium1k,nomic,mean,euclidean,knn_mst50,gmm70,2.0,50.0,0.024,2.2004079307472355
375,medium1k,nomic,mean,euclidean,knn_mst50,gmm70,3.0,1523.0,0.735,2.2004079307472355
376,medium1k,nomic,mean,euclidean,knn_mst70,kmeans50,1.0,3.0,0.001,2.3271956921202466
377,medium1k,nomic,mean,euclidean,knn_mst70,kmeans50,2.0,49.0,0.024,2.3271956921202466
378,medium1k,nomic,mean,euclidean,knn_mst70,kmeans50,3.0,1997.0,0.974,2.3271956921202466
379,medium1k,nomic,mean,euclidean,knn_mst70,kmeans70,1.0,2.0,0.001,2.251258324565632
380,medium1k,nomic,mean,euclidean,knn_mst70,kmeans70,2.0,69.0,0.033,2.251258324565632
381,medium1k,nomic,mean,euclidean,knn_mst70,kmeans70,3.0,1998.0,0.965,2.251258324565632
382,medium1k,nomic,mean,euclidean,knn_mst70,gmm50,1.0,6.0,0.003,2.3319916469710216
383,medium1k,nomic,mean,euclidean,knn_mst70,gmm50,2.0,49.0,0.024,2.3319916469710216
384,medium1k,nomic,mean,euclidean,knn_mst70,gmm50,3.0,1991.0,0.971,2.3319916469710216
385,medium1k,nomic,mean,euclidean,knn_mst70,gmm70,1.0,1.0,0.0,2.1686407034213726
386,medium1k,nomic,mean,euclidean,knn_mst70,gmm70,2.0,69.0,0.033,2.1686407034213726
387,medium1k,nomic,mean,euclidean,knn_mst70,gmm70,3.0,1999.0,0.965,2.1686407034213726
388,medium1k,nomic,mean,euclidean,threshold0.5,kmeans50,1.0,3.0,0.001,2.108528176440468
389,medium1k,nomic,mean,euclidean,threshold0.5,kmeans50,2.0,49.0,0.024,2.108528176440468
390,medium1k,nomic,mean,euclidean,threshold0.5,kmeans50,3.0,1997.0,0.974,2.108528176440468
391,medium1k,nomic,mean,euclidean,threshold0.5,kmeans70,1.0,2.0,0.001,2.19865648065947
392,medium1k,nomic,mean,euclidean,threshold0.5,kmeans70,2.0,69.0,0.033,2.19865648065947
393,medium1k,nomic,mean,euclidean,threshold0.5,kmeans70,3.0,1998.0,0.965,2.19865648065947
394,medium1k,nomic,mean,euclidean,threshold0.5,gmm50,1.0,6.0,0.003,2.189346184841422
395,medium1k,nomic,mean,euclidean,threshold0.5,gmm50,2.0,49.0,0.024,2.189346184841422
396,medium1k,nomic,mean,euclidean,threshold0.5,gmm50,3.0,1991.0,0.971,2.189346184841422
397,medium1k,nomic,mean,euclidean,threshold0.5,gmm70,1.0,1.0,0.0,2.1873463202139427
398,medium1k,nomic,mean,euclidean,threshold0.5,gmm70,2.0,69.0,0.033,2.1873463202139427
399,medium1k,nomic,mean,euclidean,threshold0.5,gmm70,3.0,1999.0,0.965,2.1873463202139427
400,medium1k,nomic,mean,euclidean,threshold0.7,kmeans50,1.0,3.0,0.001,2.137714979676861
401,medium1k,nomic,mean,euclidean,threshold0.7,kmeans50,2.0,49.0,0.024,2.137714979676861
402,medium1k,nomic,mean,euclidean,threshold0.7,kmeans50,3.0,1997.0,0.974,2.137714979676861
403,medium1k,nomic,mean,euclidean,threshold0.7,kmeans70,1.0,21.0,0.01,2.277148965597153
404,medium1k,nomic,mean,euclidean,threshold0.7,kmeans70,2.0,67.0,0.032,2.277148965597153
405,medium1k,nomic,mean,euclidean,threshold0.7,kmeans70,3.0,1978.0,0.955,2.277148965597153
406,medium1k,nomic,mean,euclidean,threshold0.7,gmm50,1.0,6.0,0.003,2.1902802465735256
407,medium1k,nomic,mean,euclidean,threshold0.7,gmm50,2.0,49.0,0.024,2.1902802465735256
408,medium1k,nomic,mean,euclidean,threshold0.7,gmm50,3.0,1991.0,0.971,2.1902802465735256
409,medium1k,nomic,mean,euclidean,threshold0.7,gmm70,1.0,42.0,0.02,2.1972358847554787
410,medium1k,nomic,mean,euclidean,threshold0.7,gmm70,2.0,69.0,0.033,2.1972358847554787
411,medium1k,nomic,mean,euclidean,threshold0.7,gmm70,3.0,1947.0,0.94,2.1972358847554787
412,medium1k,nomic,mean,euclidean,threshold0.9,kmeans50,1.0,48.0,0.023,2.7741687765362064
413,medium1k,nomic,mean,euclidean,threshold0.9,kmeans50,2.0,12.0,0.006,2.7741687765362064
414,medium1k,nomic,mean,euclidean,threshold0.9,kmeans50,3.0,3.0,0.001,2.7741687765362064
415,medium1k,nomic,mean,euclidean,threshold0.9,kmeans70,1.0,47.0,0.023,2.672770321143396
416,medium1k,nomic,mean,euclidean,threshold0.9,kmeans70,2.0,15.0,0.007,2.672770321143396
417,medium1k,nomic,mean,euclidean,threshold0.9,kmeans70,3.0,7.0,0.003,2.672770321143396
418,medium1k,nomic,mean,euclidean,threshold0.9,gmm50,1.0,41.0,0.02,2.757832166238047
419,medium1k,nomic,mean,euclidean,threshold0.9,gmm50,2.0,27.0,0.013,2.757832166238047
420,medium1k,nomic,mean,euclidean,threshold0.9,gmm50,3.0,272.0,0.133,2.757832166238047
421,medium1k,nomic,mean,euclidean,threshold0.9,gmm70,1.0,45.0,0.022,2.693730594211594
422,medium1k,nomic,mean,euclidean,threshold0.9,gmm70,2.0,13.0,0.006,2.693730594211594
423,medium1k,nomic,mean,euclidean,threshold0.9,gmm70,3.0,7.0,0.003,2.693730594211594
424,medium1k,nomic,mean,euclidean,mutual_knn50,kmeans50,1.0,3.0,0.001,2.162229607095484
425,medium1k,nomic,mean,euclidean,mutual_knn50,kmeans50,2.0,49.0,0.024,2.162229607095484
426,medium1k,nomic,mean,euclidean,mutual_knn50,kmeans50,3.0,1997.0,0.974,2.162229607095484
427,medium1k,nomic,mean,euclidean,mutual_knn50,kmeans70,1.0,1459.0,0.704,2.4430917685276996
428,medium1k,nomic,mean,euclidean,mutual_knn50,kmeans70,2.0,45.0,0.022,2.4430917685276996
429,medium1k,nomic,mean,euclidean,mutual_knn50,kmeans70,3.0,186.0,0.09,2.4430917685276996
430,medium1k,nomic,mean,euclidean,mutual_knn50,gmm50,1.0,6.0,0.003,2.1750832269358082
431,medium1k,nomic,mean,euclidean,mutual_knn50,gmm50,2.0,49.0,0.024,2.1750832269358082
432,medium1k,nomic,mean,euclidean,mutual_knn50,gmm50,3.0,1991.0,0.971,2.1750832269358082
433,medium1k,nomic,mean,euclidean,mutual_knn50,gmm70,1.0,1499.0,0.724,2.339863001148482
434,medium1k,nomic,mean,euclidean,mutual_knn50,gmm70,2.0,97.0,0.047,2.339863001148482
435,medium1k,nomic,mean,euclidean,mutual_knn50,gmm70,3.0,7.0,0.003,2.339863001148482
436,medium1k,nomic,mean,euclidean,mutual_knn70,kmeans50,1.0,3.0,0.001,2.2068462539464235
437,medium1k,nomic,mean,euclidean,mutual_knn70,kmeans50,2.0,49.0,0.024,2.2068462539464235
438,medium1k,nomic,mean,euclidean,mutual_knn70,kmeans50,3.0,1997.0,0.974,2.2068462539464235
439,medium1k,nomic,mean,euclidean,mutual_knn70,kmeans70,1.0,2.0,0.001,2.135454451656777
440,medium1k,nomic,mean,euclidean,mutual_knn70,kmeans70,2.0,69.0,0.033,2.135454451656777
441,medium1k,nomic,mean,euclidean,mutual_knn70,kmeans70,3.0,1998.0,0.965,2.135454451656777
442,medium1k,nomic,mean,euclidean,mutual_knn70,gmm50,1.0,6.0,0.003,2.180562182019154
443,medium1k,nomic,mean,euclidean,mutual_knn70,gmm50,2.0,49.0,0.024,2.180562182019154
444,medium1k,nomic,mean,euclidean,mutual_knn70,gmm50,3.0,1991.0,0.971,2.180562182019154
445,medium1k,nomic,mean,euclidean,mutual_knn70,gmm70,1.0,1.0,0.0,2.180409660166745
446,medium1k,nomic,mean,euclidean,mutual_knn70,gmm70,2.0,69.0,0.033,2.180409660166745
447,medium1k,nomic,mean,euclidean,mutual_knn70,gmm70,3.0,1999.0,0.965,2.180409660166745
448,medium1k,nomic,mean,euclidean,spectral50,kmeans50,,,,
449,medium1k,nomic,mean,euclidean,spectral50,kmeans70,,,,
450,medium1k,nomic,mean,euclidean,spectral50,gmm50,,,,
451,medium1k,nomic,mean,euclidean,spectral50,gmm70,,,,
452,medium1k,nomic,mean,euclidean,spectral70,kmeans50,,,,
453,medium1k,nomic,mean,euclidean,spectral70,kmeans70,,,,
454,medium1k,nomic,mean,euclidean,spectral70,gmm50,,,,
455,medium1k,nomic,mean,euclidean,spectral70,gmm70,,,,
