,dataset,embedding_model,agg_method,clusterer,homogeneity,completeness,tag_concentration_purity,cluster_tag_purity
20,arXiv0_200,nomic,mean,dbscan_eps0.7_min3,0.0,1.0,"{'Computer Science': 0.77, 'Machine Learning': 0.49, 'Artificial Intelligence': 0.3, 'Physics': 0.18, 'Computer Vision and Pattern Recognition': 0.17, 'Computation and Language': 0.155, 'Mathematics': 0.15, 'Statistics': 0.11, 'Computers and Society': 0.085, 'Electrical Engineering and Systems Science': 0.08, 'Information Retrieval': 0.07, 'Optimization and Control': 0.06, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.035, 'Audio and Speech Processing': 0.035}","{'Computer Science': 0.22, 'Machine Learning': 0.14, 'Artificial Intelligence': 0.086, 'Physics': 0.052, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.044, 'Mathematics': 0.043, 'Statistics': 0.031, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.023, 'Information Retrieval': 0.02, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
21,arXiv0_200,nomic,mean,dbscan_eps0.7_min5,0.0,1.0,"{'Computer Science': 0.77, 'Machine Learning': 0.49, 'Artificial Intelligence': 0.3, 'Physics': 0.18, 'Computer Vision and Pattern Recognition': 0.17, 'Computation and Language': 0.155, 'Mathematics': 0.15, 'Statistics': 0.11, 'Computers and Society': 0.085, 'Electrical Engineering and Systems Science': 0.08, 'Information Retrieval': 0.07, 'Optimization and Control': 0.06, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.035, 'Audio and Speech Processing': 0.035}","{'Computer Science': 0.22, 'Machine Learning': 0.14, 'Artificial Intelligence': 0.086, 'Physics': 0.052, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.044, 'Mathematics': 0.043, 'Statistics': 0.031, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.023, 'Information Retrieval': 0.02, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
22,arXiv0_200,nomic,mean,dbscan_eps0.7_min10,0.0,1.0,"{'Computer Science': 0.77, 'Machine Learning': 0.49, 'Artificial Intelligence': 0.3, 'Physics': 0.18, 'Computer Vision and Pattern Recognition': 0.17, 'Computation and Language': 0.155, 'Mathematics': 0.15, 'Statistics': 0.11, 'Computers and Society': 0.085, 'Electrical Engineering and Systems Science': 0.08, 'Information Retrieval': 0.07, 'Optimization and Control': 0.06, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.035, 'Audio and Speech Processing': 0.035}","{'Computer Science': 0.22, 'Machine Learning': 0.14, 'Artificial Intelligence': 0.086, 'Physics': 0.052, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.044, 'Mathematics': 0.043, 'Statistics': 0.031, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.023, 'Information Retrieval': 0.02, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
23,arXiv0_200,nomic,mean,dbscan_eps0.7_min15,0.0,1.0,"{'Computer Science': 0.77, 'Machine Learning': 0.49, 'Artificial Intelligence': 0.3, 'Physics': 0.18, 'Computer Vision and Pattern Recognition': 0.17, 'Computation and Language': 0.155, 'Mathematics': 0.15, 'Statistics': 0.11, 'Computers and Society': 0.085, 'Electrical Engineering and Systems Science': 0.08, 'Information Retrieval': 0.07, 'Optimization and Control': 0.06, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.035, 'Audio and Speech Processing': 0.035}","{'Computer Science': 0.22, 'Machine Learning': 0.14, 'Artificial Intelligence': 0.086, 'Physics': 0.052, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.044, 'Mathematics': 0.043, 'Statistics': 0.031, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.023, 'Information Retrieval': 0.02, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
24,arXiv0_200,nomic,mean,dbscan_eps1.0_min3,0.0,1.0,"{'Computer Science': 0.77, 'Machine Learning': 0.49, 'Artificial Intelligence': 0.3, 'Physics': 0.18, 'Computer Vision and Pattern Recognition': 0.17, 'Computation and Language': 0.155, 'Mathematics': 0.15, 'Statistics': 0.11, 'Computers and Society': 0.085, 'Electrical Engineering and Systems Science': 0.08, 'Information Retrieval': 0.07, 'Optimization and Control': 0.06, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.035, 'Audio and Speech Processing': 0.035}","{'Computer Science': 0.22, 'Machine Learning': 0.14, 'Artificial Intelligence': 0.086, 'Physics': 0.052, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.044, 'Mathematics': 0.043, 'Statistics': 0.031, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.023, 'Information Retrieval': 0.02, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
25,arXiv0_200,nomic,mean,dbscan_eps1.0_min5,0.0,1.0,"{'Computer Science': 0.77, 'Machine Learning': 0.49, 'Artificial Intelligence': 0.3, 'Physics': 0.18, 'Computer Vision and Pattern Recognition': 0.17, 'Computation and Language': 0.155, 'Mathematics': 0.15, 'Statistics': 0.11, 'Computers and Society': 0.085, 'Electrical Engineering and Systems Science': 0.08, 'Information Retrieval': 0.07, 'Optimization and Control': 0.06, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.035, 'Audio and Speech Processing': 0.035}","{'Computer Science': 0.22, 'Machine Learning': 0.14, 'Artificial Intelligence': 0.086, 'Physics': 0.052, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.044, 'Mathematics': 0.043, 'Statistics': 0.031, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.023, 'Information Retrieval': 0.02, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
26,arXiv0_200,nomic,mean,dbscan_eps1.0_min10,0.0,1.0,"{'Computer Science': 0.77, 'Machine Learning': 0.49, 'Artificial Intelligence': 0.3, 'Physics': 0.18, 'Computer Vision and Pattern Recognition': 0.17, 'Computation and Language': 0.155, 'Mathematics': 0.15, 'Statistics': 0.11, 'Computers and Society': 0.085, 'Electrical Engineering and Systems Science': 0.08, 'Information Retrieval': 0.07, 'Optimization and Control': 0.06, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.035, 'Audio and Speech Processing': 0.035}","{'Computer Science': 0.22, 'Machine Learning': 0.14, 'Artificial Intelligence': 0.086, 'Physics': 0.052, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.044, 'Mathematics': 0.043, 'Statistics': 0.031, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.023, 'Information Retrieval': 0.02, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
27,arXiv0_200,nomic,mean,dbscan_eps1.0_min15,0.0,1.0,"{'Computer Science': 0.77, 'Machine Learning': 0.49, 'Artificial Intelligence': 0.3, 'Physics': 0.18, 'Computer Vision and Pattern Recognition': 0.17, 'Computation and Language': 0.155, 'Mathematics': 0.15, 'Statistics': 0.11, 'Computers and Society': 0.085, 'Electrical Engineering and Systems Science': 0.08, 'Information Retrieval': 0.07, 'Optimization and Control': 0.06, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.035, 'Audio and Speech Processing': 0.035}","{'Computer Science': 0.22, 'Machine Learning': 0.14, 'Artificial Intelligence': 0.086, 'Physics': 0.052, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.044, 'Mathematics': 0.043, 'Statistics': 0.031, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.023, 'Information Retrieval': 0.02, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
28,arXiv0_200,nomic,mean,gmm1,0.0,1.0,"{'Computer Science': 0.77, 'Machine Learning': 0.49, 'Artificial Intelligence': 0.3, 'Physics': 0.18, 'Computer Vision and Pattern Recognition': 0.17, 'Computation and Language': 0.155, 'Mathematics': 0.15, 'Statistics': 0.11, 'Computers and Society': 0.085, 'Electrical Engineering and Systems Science': 0.08, 'Information Retrieval': 0.07, 'Optimization and Control': 0.06, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.035, 'Audio and Speech Processing': 0.035}","{'Computer Science': 0.22, 'Machine Learning': 0.14, 'Artificial Intelligence': 0.086, 'Physics': 0.052, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.044, 'Mathematics': 0.043, 'Statistics': 0.031, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.023, 'Information Retrieval': 0.02, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
29,arXiv0_200,nomic,mean,gmm2,0.119,0.681,"{'Computer Science': 1.0, 'Machine Learning': 0.653, 'Artificial Intelligence': 0.408, 'Physics': 0.604, 'Computer Vision and Pattern Recognition': 0.231, 'Computation and Language': 0.204, 'Mathematics': 0.396, 'Statistics': 0.122, 'Computers and Society': 0.116, 'Electrical Engineering and Systems Science': 0.082, 'Information Retrieval': 0.095, 'Optimization and Control': 0.054, 'Human-Computer Interaction': 0.054, 'Quantum Physics': 0.113, 'Audio and Speech Processing': 0.041}","{'Computer Science': 0.21, 'Machine Learning': 0.137, 'Artificial Intelligence': 0.086, 'Physics': 0.046, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.043, 'Mathematics': 0.03, 'Statistics': 0.026, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.017, 'Information Retrieval': 0.02, 'Optimization and Control': 0.011, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.009, 'Audio and Speech Processing': 0.009}"
30,arXiv0_200,nomic,mean,gmm5,0.194,0.388,"{'Computer Science': 1.0, 'Machine Learning': 0.818, 'Artificial Intelligence': 0.477, 'Physics': 0.689, 'Computer Vision and Pattern Recognition': 0.543, 'Computation and Language': 0.273, 'Mathematics': 0.378, 'Statistics': 0.244, 'Computers and Society': 0.371, 'Electrical Engineering and Systems Science': 0.128, 'Information Retrieval': 0.22, 'Optimization and Control': 0.195, 'Human-Computer Interaction': 0.143, 'Quantum Physics': 0.133, 'Audio and Speech Processing': 0.114}","{'Computer Science': 0.063, 'Machine Learning': 0.052, 'Artificial Intelligence': 0.03, 'Physics': 0.044, 'Computer Vision and Pattern Recognition': 0.027, 'Computation and Language': 0.017, 'Mathematics': 0.024, 'Statistics': 0.014, 'Computers and Society': 0.019, 'Electrical Engineering and Systems Science': 0.007, 'Information Retrieval': 0.013, 'Optimization and Control': 0.011, 'Human-Computer Interaction': 0.007, 'Quantum Physics': 0.009, 'Audio and Speech Processing': 0.007}"
31,arXiv0_200,nomic,mean,gmm10,0.25,0.359,"{'Computer Science': 0.857, 'Machine Learning': 0.786, 'Artificial Intelligence': 0.635, 'Physics': 0.725, 'Computer Vision and Pattern Recognition': 0.812, 'Computation and Language': 0.692, 'Mathematics': 0.4, 'Statistics': 0.393, 'Computers and Society': 0.909, 'Electrical Engineering and Systems Science': 0.308, 'Information Retrieval': 0.6, 'Optimization and Control': 0.321, 'Human-Computer Interaction': 0.25, 'Quantum Physics': 0.15, 'Audio and Speech Processing': 0.308}","{'Computer Science': 0.034, 'Machine Learning': 0.031, 'Artificial Intelligence': 0.014, 'Physics': 0.041, 'Computer Vision and Pattern Recognition': 0.019, 'Computation and Language': 0.013, 'Mathematics': 0.023, 'Statistics': 0.016, 'Computers and Society': 0.014, 'Electrical Engineering and Systems Science': 0.006, 'Information Retrieval': 0.017, 'Optimization and Control': 0.013, 'Human-Computer Interaction': 0.007, 'Quantum Physics': 0.009, 'Audio and Speech Processing': 0.006}"
32,arXiv0_200,nomic,mean,gmm15,0.268,0.334,"{'Computer Science': 1.0, 'Machine Learning': 0.87, 'Artificial Intelligence': 0.609, 'Physics': 0.806, 'Computer Vision and Pattern Recognition': 0.5, 'Computation and Language': 0.5, 'Mathematics': 0.355, 'Statistics': 0.304, 'Computers and Society': 0.625, 'Electrical Engineering and Systems Science': 0.402, 'Information Retrieval': 0.727, 'Optimization and Control': 0.304, 'Human-Computer Interaction': 0.267, 'Quantum Physics': 0.194, 'Audio and Speech Processing': 0.429}","{'Computer Science': 0.033, 'Machine Learning': 0.029, 'Artificial Intelligence': 0.02, 'Physics': 0.036, 'Computer Vision and Pattern Recognition': 0.011, 'Computation and Language': 0.011, 'Mathematics': 0.016, 'Statistics': 0.01, 'Computers and Society': 0.014, 'Electrical Engineering and Systems Science': 0.004, 'Information Retrieval': 0.011, 'Optimization and Control': 0.01, 'Human-Computer Interaction': 0.006, 'Quantum Physics': 0.009, 'Audio and Speech Processing': 0.004}"
33,arXiv0_200,nomic,mean,gmm50,0.419,0.368,"{'Computer Science': 1.0, 'Machine Learning': 0.749, 'Artificial Intelligence': 0.765, 'Physics': 0.9, 'Computer Vision and Pattern Recognition': 1.0, 'Computation and Language': 0.647, 'Mathematics': 0.79, 'Statistics': 0.4, 'Computers and Society': 1.0, 'Electrical Engineering and Systems Science': 1.0, 'Information Retrieval': 0.889, 'Optimization and Control': 0.571, 'Human-Computer Interaction': 0.4, 'Quantum Physics': 0.421, 'Audio and Speech Processing': 1.0}","{'Computer Science': 0.024, 'Machine Learning': 0.013, 'Artificial Intelligence': 0.019, 'Physics': 0.006, 'Computer Vision and Pattern Recognition': 0.009, 'Computation and Language': 0.016, 'Mathematics': 0.006, 'Statistics': 0.004, 'Computers and Society': 0.006, 'Electrical Engineering and Systems Science': 0.004, 'Information Retrieval': 0.011, 'Optimization and Control': 0.006, 'Human-Computer Interaction': 0.006, 'Quantum Physics': 0.001, 'Audio and Speech Processing': 0.004}"
34,arXiv0_200,nomic,mean,gmm70,0.455,0.371,"{'Computer Science': 1.0, 'Machine Learning': 0.833, 'Artificial Intelligence': 0.875, 'Physics': 1.0, 'Computer Vision and Pattern Recognition': 1.0, 'Computation and Language': 0.75, 'Mathematics': 0.444, 'Statistics': 0.444, 'Computers and Society': 0.8, 'Electrical Engineering and Systems Science': 1.0, 'Information Retrieval': 0.875, 'Optimization and Control': 0.444, 'Human-Computer Interaction': 0.571, 'Quantum Physics': 0.7, 'Audio and Speech Processing': 1.0}","{'Computer Science': 0.017, 'Machine Learning': 0.014, 'Artificial Intelligence': 0.01, 'Physics': 0.007, 'Computer Vision and Pattern Recognition': 0.007, 'Computation and Language': 0.009, 'Mathematics': 0.006, 'Statistics': 0.006, 'Computers and Society': 0.006, 'Electrical Engineering and Systems Science': 0.004, 'Information Retrieval': 0.01, 'Optimization and Control': 0.006, 'Human-Computer Interaction': 0.006, 'Quantum Physics': 0.003, 'Audio and Speech Processing': 0.004}"
35,arXiv0_200,nomic,mean,gmm100,0.502,0.372,"{'Computer Science': 1.0, 'Machine Learning': 0.778, 'Artificial Intelligence': 0.875, 'Physics': 1.0, 'Computer Vision and Pattern Recognition': 1.0, 'Computation and Language': 0.75, 'Mathematics': 0.875, 'Statistics': 0.429, 'Computers and Society': 1.0, 'Electrical Engineering and Systems Science': 1.0, 'Information Retrieval': 1.0, 'Optimization and Control': 0.75, 'Human-Computer Interaction': 0.667, 'Quantum Physics': 0.667, 'Audio and Speech Processing': 1.0}","{'Computer Science': 0.013, 'Machine Learning': 0.01, 'Artificial Intelligence': 0.01, 'Physics': 0.004, 'Computer Vision and Pattern Recognition': 0.006, 'Computation and Language': 0.009, 'Mathematics': 0.004, 'Statistics': 0.004, 'Computers and Society': 0.006, 'Electrical Engineering and Systems Science': 0.003, 'Information Retrieval': 0.004, 'Optimization and Control': 0.004, 'Human-Computer Interaction': 0.006, 'Quantum Physics': 0.003, 'Audio and Speech Processing': 0.003}"
36,arXiv0_200,nomic,mean,birch1,0.0,1.0,"{'Computer Science': 0.77, 'Machine Learning': 0.49, 'Artificial Intelligence': 0.3, 'Physics': 0.18, 'Computer Vision and Pattern Recognition': 0.17, 'Computation and Language': 0.155, 'Mathematics': 0.15, 'Statistics': 0.11, 'Computers and Society': 0.085, 'Electrical Engineering and Systems Science': 0.08, 'Information Retrieval': 0.07, 'Optimization and Control': 0.06, 'Human-Computer Interaction': 0.04, 'Quantum Physics': 0.035, 'Audio and Speech Processing': 0.035}","{'Computer Science': 0.22, 'Machine Learning': 0.14, 'Artificial Intelligence': 0.086, 'Physics': 0.052, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.044, 'Mathematics': 0.043, 'Statistics': 0.031, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.023, 'Information Retrieval': 0.02, 'Optimization and Control': 0.017, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.01}"
37,arXiv0_200,nomic,mean,birch2,0.116,0.65,"{'Computer Science': 0.993, 'Machine Learning': 0.648, 'Artificial Intelligence': 0.407, 'Physics': 0.618, 'Computer Vision and Pattern Recognition': 0.234, 'Computation and Language': 0.207, 'Mathematics': 0.364, 'Statistics': 0.131, 'Computers and Society': 0.117, 'Electrical Engineering and Systems Science': 0.083, 'Information Retrieval': 0.097, 'Optimization and Control': 0.055, 'Human-Computer Interaction': 0.055, 'Quantum Physics': 0.127, 'Audio and Speech Processing': 0.041}","{'Computer Science': 0.206, 'Machine Learning': 0.134, 'Artificial Intelligence': 0.084, 'Physics': 0.049, 'Computer Vision and Pattern Recognition': 0.049, 'Computation and Language': 0.043, 'Mathematics': 0.029, 'Statistics': 0.027, 'Computers and Society': 0.024, 'Electrical Engineering and Systems Science': 0.017, 'Information Retrieval': 0.02, 'Optimization and Control': 0.011, 'Human-Computer Interaction': 0.011, 'Quantum Physics': 0.01, 'Audio and Speech Processing': 0.009}"
38,arXiv0_200,nomic,mean,birch5,0.188,0.391,"{'Computer Science': 1.0, 'Machine Learning': 0.946, 'Artificial Intelligence': 0.478, 'Physics': 0.759, 'Computer Vision and Pattern Recognition': 0.304, 'Computation and Language': 0.362, 'Mathematics': 0.654, 'Statistics': 0.243, 'Computers and Society': 0.203, 'Electrical Engineering and Systems Science': 0.1, 'Information Retrieval': 0.174, 'Optimization and Control': 0.189, 'Human-Computer Interaction': 0.08, 'Quantum Physics': 0.172, 'Audio and Speech Processing': 0.058}","{'Computer Science': 0.099, 'Machine Learning': 0.05, 'Artificial Intelligence': 0.047, 'Physics': 0.031, 'Computer Vision and Pattern Recognition': 0.03, 'Computation and Language': 0.036, 'Mathematics': 0.024, 'Statistics': 0.013, 'Computers and Society': 0.02, 'Electrical Engineering and Systems Science': 0.007, 'Information Retrieval': 0.017, 'Optimization and Control': 0.01, 'Human-Computer Interaction': 0.006, 'Quantum Physics': 0.007, 'Audio and Speech Processing': 0.006}"
39,arXiv0_200,nomic,mean,birch10,0.257,0.377,"{'Computer Science': 0.973, 'Machine Learning': 0.946, 'Artificial Intelligence': 0.486, 'Physics': 0.882, 'Computer Vision and Pattern Recognition': 0.677, 'Computation and Language': 0.583, 'Mathematics': 0.654, 'Statistics': 0.243, 'Computers and Society': 0.786, 'Electrical Engineering and Systems Science': 0.208, 'Information Retrieval': 0.375, 'Optimization and Control': 0.189, 'Human-Computer Interaction': 0.222, 'Quantum Physics': 0.294, 'Audio and Speech Processing': 0.167}","{'Computer Science': 0.052, 'Machine Learning': 0.05, 'Artificial Intelligence': 0.026, 'Physics': 0.021, 'Computer Vision and Pattern Recognition': 0.03, 'Computation and Language': 0.02, 'Mathematics': 0.024, 'Statistics': 0.013, 'Computers and Society': 0.016, 'Electrical Engineering and Systems Science': 0.007, 'Information Retrieval': 0.013, 'Optimization and Control': 0.01, 'Human-Computer Interaction': 0.006, 'Quantum Physics': 0.007, 'Audio and Speech Processing': 0.006}"
40,arXiv0_200,nomic,mean,birch15,0.297,0.375,"{'Computer Science': 1.0, 'Machine Learning': 0.9, 'Artificial Intelligence': 0.387, 'Physics': 0.462, 'Computer Vision and Pattern Recognition': 0.677, 'Computation and Language': 0.833, 'Mathematics': 0.654, 'Statistics': 0.35, 'Computers and Society': 0.786, 'Electrical Engineering and Systems Science': 0.333, 'Information Retrieval': 0.75, 'Optimization and Control': 0.35, 'Human-Computer Interaction': 0.308, 'Quantum Physics': 0.5, 'Audio and Speech Processing': 0.333}","{'Computer Science': 0.044, 'Machine Learning': 0.026, 'Artificial Intelligence': 0.017, 'Physics': 0.017, 'Computer Vision and Pattern Recognition': 0.03, 'Computation and Language': 0.014, 'Mathematics': 0.024, 'Statistics': 0.01, 'Computers and Society': 0.016, 'Electrical Engineering and Systems Science': 0.006, 'Information Retrieval': 0.013, 'Optimization and Control': 0.01, 'Human-Computer Interaction': 0.006, 'Quantum Physics': 0.007, 'Audio and Speech Processing': 0.006}"
41,arXiv0_200,nomic,mean,birch50,0.42,0.378,"{'Computer Science': 1.0, 'Machine Learning': 0.917, 'Artificial Intelligence': 0.364, 'Physics': 0.429, 'Computer Vision and Pattern Recognition': 0.727, 'Computation and Language': 0.875, 'Mathematics': 0.571, 'Statistics': 0.417, 'Computers and Society': 0.778, 'Electrical Engineering and Systems Science': 1.0, 'Information Retrieval': 1.0, 'Optimization and Control': 0.8, 'Human-Computer Interaction': 1.0, 'Quantum Physics': 0.8, 'Audio and Speech Processing': 1.0}","{'Computer Science': 0.031, 'Machine Learning': 0.016, 'Artificial Intelligence': 0.011, 'Physics': 0.009, 'Computer Vision and Pattern Recognition': 0.023, 'Computation and Language': 0.01, 'Mathematics': 0.011, 'Statistics': 0.007, 'Computers and Society': 0.01, 'Electrical Engineering and Systems Science': 0.006, 'Information Retrieval': 0.01, 'Optimization and Control': 0.006, 'Human-Computer Interaction': 0.006, 'Quantum Physics': 0.006, 'Audio and Speech Processing': 0.006}"
42,arXiv0_200,nomic,mean,birch70,0.45,0.378,"{'Computer Science': 1.0, 'Machine Learning': 0.917, 'Artificial Intelligence': 0.364, 'Physics': 0.462, 'Computer Vision and Pattern Recognition': 0.727, 'Computation and Language': 0.875, 'Mathematics': 0.538, 'Statistics': 0.417, 'Computers and Society': 0.875, 'Electrical Engineering and Systems Science': 1.0, 'Information Retrieval': 1.0, 'Optimization and Control': 0.5, 'Human-Computer Interaction': 1.0, 'Quantum Physics': 0.833, 'Audio and Speech Processing': 1.0}","{'Computer Science': 0.031, 'Machine Learning': 0.016, 'Artificial Intelligence': 0.011, 'Physics': 0.009, 'Computer Vision and Pattern Recognition': 0.023, 'Computation and Language': 0.01, 'Mathematics': 0.01, 'Statistics': 0.007, 'Computers and Society': 0.01, 'Electrical Engineering and Systems Science': 0.006, 'Information Retrieval': 0.009, 'Optimization and Control': 0.004, 'Human-Computer Interaction': 0.006, 'Quantum Physics': 0.003, 'Audio and Speech Processing': 0.006}"
43,arXiv0_200,nomic,mean,birch100,0.481,0.368,"{'Computer Science': 1.0, 'Machine Learning': 0.687, 'Artificial Intelligence': 0.316, 'Physics': 0.417, 'Computer Vision and Pattern Recognition': 0.684, 'Computation and Language': 0.8, 'Mathematics': 0.5, 'Statistics': 0.5, 'Computers and Society': 1.0, 'Electrical Engineering and Systems Science': 1.0, 'Information Retrieval': 1.0, 'Optimization and Control': 0.3, 'Human-Computer Interaction': 1.0, 'Quantum Physics': 0.667, 'Audio and Speech Processing': 1.0}","{'Computer Science': 0.027, 'Machine Learning': 0.013, 'Artificial Intelligence': 0.009, 'Physics': 0.007, 'Computer Vision and Pattern Recognition': 0.019, 'Computation and Language': 0.006, 'Mathematics': 0.009, 'Statistics': 0.007, 'Computers and Society': 0.009, 'Electrical Engineering and Systems Science': 0.004, 'Information Retrieval': 0.009, 'Optimization and Control': 0.004, 'Human-Computer Interaction': 0.006, 'Quantum Physics': 0.003, 'Audio and Speech Processing': 0.004}"
